SEGEMENT,SUB_SEGMENT,PARTICULARS,ROW_TYPE,PERIOD,METRIC,VALUE,SN
CARD SEGMENT,I. SCT UPI CARD,ATM Management Fee,LINE,UPTO_MANGSIR_2082,PCT_OF_ACHIEVEMENT,0.7671520202649876,
CARD SEGMENT,I. SCT UPI CARD,Card renewal fee,LINE,UPTO_MANGSIR_2082,PCT_OF_ACHIEVEMENT,1.3955104007999999,
CARD SEGMENT,I. SCT UPI CARD,Transaction Revenue (Issuing and Acquiring),LINE,UPTO_MANGSIR_2082,PCT_OF_ACHIEVEMENT,1.5320058573343955,
CARD SEGMENT,I. SCT UPI CARD,Incentive from UPI,LINE,UPTO_MANGSIR_2082,PCT_OF_ACHIEVEMENT,0.0,
CARD SEGMENT,I. SCT UPI CARD,Subtotal - UPI Card,LINE,UPTO_MANGSIR_2082,PCT_OF_ACHIEVEMENT,1.2066206756178526,
CARD SEGMENT,II. VISA CARD,Transaction Fee Income (VISA - Global),LINE,UPTO_MANGSIR_2082,PCT_OF_ACHIEVEMENT,1.0,
CARD SEGMENT,II. VISA CARD,Transaction Fee Income (VISA - Prabhu),LINE,UPTO_MANGSIR_2082,PCT_OF_ACHIEVEMENT,0.0,
CARD SEGMENT,II. VISA CARD,Transaction Fee Income (VISA - Commercial Bank 1),LINE,UPTO_MANGSIR_2082,PCT_OF_ACHIEVEMENT,0.0,
CARD SEGMENT,II. VISA CARD,Transaction Fee Income (VISA - IME PAY),LINE,UPTO_MANGSIR_2082,PCT_OF_ACHIEVEMENT,0.0,
CARD SEGMENT,II. VISA CARD,Subtotal - VISA Card,LINE,UPTO_MANGSIR_2082,PCT_OF_ACHIEVEMENT,1.0,
CARD SEGMENT,III. OTHER SCHEMES ACQUIRING,Net Revenue from Pulse Acquiring,LINE,UPTO_MANGSIR_2082,PCT_OF_ACHIEVEMENT,1.405559613281399,
CARD SEGMENT,III. OTHER SCHEMES ACQUIRING,Net Revenue from Mastercard Acquiring,LINE,UPTO_MANGSIR_2082,PCT_OF_ACHIEVEMENT,14.021635553993933,
CARD SEGMENT,III. OTHER SCHEMES ACQUIRING,Visa Acquiring Fees (From SCT Network Membes) - Module Fee,LINE,UPTO_MANGSIR_2082,PCT_OF_ACHIEVEMENT,0.0,
CARD SEGMENT,III. OTHER SCHEMES ACQUIRING,Visa Acquiring Fees (From SCT Network Membes) - Transaction Fee,LINE,UPTO_MANGSIR_2082,PCT_OF_ACHIEVEMENT,0.0,
CARD SEGMENT,III. OTHER SCHEMES ACQUIRING,Subtotal - Other Scheme Acquiring,LINE,UPTO_MANGSIR_2082,PCT_OF_ACHIEVEMENT,2.6990223678851493,
CARD SEGMENT,III. OTHER SCHEMES ACQUIRING,Subtotal (A),LINE,UPTO_MANGSIR_2082,PCT_OF_ACHIEVEMENT,1.1955755281687155,
QR SEGMENT,,Revenue from P2P Fund Transfer,LINE,UPTO_MANGSIR_2082,PCT_OF_ACHIEVEMENT,0.8278106866755858,B.
QR SEGMENT,,Subtotal (B),LINE,UPTO_MANGSIR_2082,PCT_OF_ACHIEVEMENT,0.8278106866755858,
SMARTBANKING SEGMENT,,Gross Revenue from SmartBanking,LINE,UPTO_MANGSIR_2082,PCT_OF_ACHIEVEMENT,0.8799743838046746,C
SMARTBANKING SEGMENT,,Subtotal (C),LINE,UPTO_MANGSIR_2082,PCT_OF_ACHIEVEMENT,0.8799743838046746,
SMARTPAY SEGMENT,,Gross Revenue from IBFT Project,LINE,UPTO_MANGSIR_2082,PCT_OF_ACHIEVEMENT,0.0,D
SMARTPAY SEGMENT,,Subtotal (D),LINE,UPTO_MANGSIR_2082,PCT_OF_ACHIEVEMENT,0.0,
OTHER INCOME,,Interest Income,LINE,UPTO_MANGSIR_2082,PCT_OF_ACHIEVEMENT,0.39918005323736394,E.
OTHER INCOME,,Revenue from DMS User Fee,LINE,UPTO_MANGSIR_2082,PCT_OF_ACHIEVEMENT,2.4375,
OTHER INCOME,,PIN Change from POS/Cash Advance POS,LINE,UPTO_MANGSIR_2082,PCT_OF_ACHIEVEMENT,0.0,
OTHER INCOME,,API Suite,LINE,UPTO_MANGSIR_2082,PCT_OF_ACHIEVEMENT,1.3235294117647058,
OTHER INCOME,,Merchant POS (VISA and UPI),LINE,UPTO_MANGSIR_2082,PCT_OF_ACHIEVEMENT,0.40540540540540543,
OTHER INCOME,,ACS Services,LINE,UPTO_MANGSIR_2082,PCT_OF_ACHIEVEMENT,0.0,
OTHER INCOME,,SCT HUB - Real Time Processing (Powered by API),LINE,UPTO_MANGSIR_2082,PCT_OF_ACHIEVEMENT,0.0,
OTHER INCOME,,SCT HUB - ATM Monitoring,LINE,UPTO_MANGSIR_2082,PCT_OF_ACHIEVEMENT,0.0,
OTHER INCOME,,Cardless Withdrawal,LINE,UPTO_MANGSIR_2082,PCT_OF_ACHIEVEMENT,0.0,
OTHER INCOME,,SMS Gateway Maintenance Charge,LINE,UPTO_MANGSIR_2082,PCT_OF_ACHIEVEMENT,0.0,
OTHER INCOME,,Other Income,LINE,UPTO_MANGSIR_2082,PCT_OF_ACHIEVEMENT,2.1086557999999997,
OTHER INCOME,,Subtotal (D),LINE,UPTO_MANGSIR_2082,PCT_OF_ACHIEVEMENT,1.6351447226698668,
CARD SEGMENT,I. SCT UPI CARD,Card Sales,LINE,UPTO_KARTIK_2082,BUDGET,967200.0,
CARD SEGMENT,I. SCT UPI CARD,Free Card Incentive (New Deal),LINE,UPTO_KARTIK_2082,BUDGET,1840800.0,
CARD SEGMENT,I. SCT UPI CARD,One Time Joining Fee,LINE,UPTO_KARTIK_2082,BUDGET,0.0,
CARD SEGMENT,I. SCT UPI CARD,Card Personalization Fee,LINE,UPTO_KARTIK_2082,BUDGET,700000.0,
CARD SEGMENT,I. SCT UPI CARD,Subscription Fee,LINE,UPTO_KARTIK_2082,BUDGET,3333333.3333333335,
CARD SEGMENT,I. SCT UPI CARD,ATM Management Fee,LINE,UPTO_KARTIK_2082,BUDGET,830604.6039999999,
CARD SEGMENT,I. SCT UPI CARD,Card renewal fee,LINE,UPTO_KARTIK_2082,BUDGET,3333333.3333333335,
CARD SEGMENT,I. SCT UPI CARD,Transaction Revenue (Issuing and Acquiring),LINE,UPTO_KARTIK_2082,BUDGET,2317694.2787344586,
CARD SEGMENT,I. SCT UPI CARD,Incentive from UPI,LINE,UPTO_KARTIK_2082,BUDGET,876800.0,
CARD SEGMENT,I. SCT UPI CARD,Subtotal - UPI Card,LINE,UPTO_KARTIK_2082,BUDGET,14199765.549401127,
CARD SEGMENT,II. VISA CARD,Transaction Fee Income (VISA - Global),LINE,UPTO_KARTIK_2082,BUDGET,8333333.333333333,
CARD SEGMENT,II. VISA CARD,Transaction Fee Income (VISA - Prabhu),LINE,UPTO_KARTIK_2082,BUDGET,0.0,
CARD SEGMENT,II. VISA CARD,Transaction Fee Income (VISA - Commercial Bank 1),LINE,UPTO_KARTIK_2082,BUDGET,0.0,
CARD SEGMENT,II. VISA CARD,Transaction Fee Income (VISA - IME PAY),LINE,UPTO_KARTIK_2082,BUDGET,0.0,
CARD SEGMENT,II. VISA CARD,Subtotal - VISA Card,LINE,UPTO_KARTIK_2082,BUDGET,8333333.333333333,
CARD SEGMENT,III. OTHER SCHEMES ACQUIRING,Net Revenue from Pulse Acquiring,LINE,UPTO_KARTIK_2082,BUDGET,864177.4775315634,
CARD SEGMENT,III. OTHER SCHEMES ACQUIRING,Net Revenue from Mastercard Acquiring,LINE,UPTO_KARTIK_2082,BUDGET,98721.14874734514,
CARD SEGMENT,III. OTHER SCHEMES ACQUIRING,Visa Acquiring Fees (From SCT Network Membes) - Module Fee,LINE,UPTO_KARTIK_2082,BUDGET,0.0,
CARD SEGMENT,III. OTHER SCHEMES ACQUIRING,Visa Acquiring Fees (From SCT Network Membes) - Transaction Fee,LINE,UPTO_KARTIK_2082,BUDGET,0.0,
CARD SEGMENT,III. OTHER SCHEMES ACQUIRING,Subtotal - Other Scheme Acquiring,LINE,UPTO_KARTIK_2082,BUDGET,962898.6262789085,
CARD SEGMENT,III. OTHER SCHEMES ACQUIRING,Subtotal (A),LINE,UPTO_KARTIK_2082,BUDGET,23495997.509013366,
QR SEGMENT,,Revenue from P2P Fund Transfer,LINE,UPTO_KARTIK_2082,BUDGET,136401.95,B.
QR SEGMENT,,Subtotal (B),LINE,UPTO_KARTIK_2082,BUDGET,136401.95,
SMARTBANKING SEGMENT,,Gross Revenue from SmartBanking,LINE,UPTO_KARTIK_2082,BUDGET,9453394.5,C
SMARTBANKING SEGMENT,,Subtotal (C),LINE,UPTO_KARTIK_2082,BUDGET,9453394.5,
SMARTPAY SEGMENT,,Gross Revenue from IBFT Project,LINE,UPTO_KARTIK_2082,BUDGET,0.0,D
SMARTPAY SEGMENT,,Subtotal (D),LINE,UPTO_KARTIK_2082,BUDGET,0.0,
OTHER INCOME,,Interest Income,LINE,UPTO_KARTIK_2082,BUDGET,438626.52599999995,E.
OTHER INCOME,,Revenue from DMS User Fee,LINE,UPTO_KARTIK_2082,BUDGET,90000.0,
OTHER INCOME,,PIN Change from POS/Cash Advance POS,LINE,UPTO_KARTIK_2082,BUDGET,250000.0,
OTHER INCOME,,API Suite,LINE,UPTO_KARTIK_2082,BUDGET,520000.0,
OTHER INCOME,,Merchant POS (VISA and UPI),LINE,UPTO_KARTIK_2082,BUDGET,61666.666666666664,
OTHER INCOME,,ACS Services,LINE,UPTO_KARTIK_2082,BUDGET,0.0,
OTHER INCOME,,SCT HUB - Real Time Processing (Powered by API),LINE,UPTO_KARTIK_2082,BUDGET,22000.0,
OTHER INCOME,,SCT HUB - ATM Monitoring,LINE,UPTO_KARTIK_2082,BUDGET,100000.0,
OTHER INCOME,,Cardless Withdrawal,LINE,UPTO_KARTIK_2082,BUDGET,0.0,
OTHER INCOME,,SMS Gateway Maintenance Charge,LINE,UPTO_KARTIK_2082,BUDGET,20000.0,
OTHER INCOME,,Other Income,LINE,UPTO_KARTIK_2082,BUDGET,225000.0,
OTHER INCOME,,Subtotal (D),LINE,UPTO_KARTIK_2082,BUDGET,1727293.1926666668,
CARD SEGMENT,I. SCT UPI CARD,Card Sales,LINE,UPTO_KARTIK_2082,ACTUAL,1595000.0,
CARD SEGMENT,I. SCT UPI CARD,Free Card Incentive (New Deal),LINE,UPTO_KARTIK_2082,ACTUAL,2147600.0,
CARD SEGMENT,I. SCT UPI CARD,One Time Joining Fee,LINE,UPTO_KARTIK_2082,ACTUAL,495000.0,
CARD SEGMENT,I. SCT UPI CARD,Card Personalization Fee,LINE,UPTO_KARTIK_2082,ACTUAL,394390.0,
CARD SEGMENT,I. SCT UPI CARD,Subscription Fee,LINE,UPTO_KARTIK_2082,ACTUAL,5704197.171270347,
CARD SEGMENT,I. SCT UPI CARD,ATM Management Fee,LINE,UPTO_KARTIK_2082,ACTUAL,694000.0,
CARD SEGMENT,I. SCT UPI CARD,Card renewal fee,LINE,UPTO_KARTIK_2082,ACTUAL,4156370.78,
CARD SEGMENT,I. SCT UPI CARD,Transaction Revenue (Issuing and Acquiring),LINE,UPTO_KARTIK_2082,ACTUAL,3415160.798849549,
CARD SEGMENT,I. SCT UPI CARD,Incentive from UPI,LINE,UPTO_KARTIK_2082,ACTUAL,0.0,
CARD SEGMENT,I. SCT UPI CARD,Subtotal - UPI Card,LINE,UPTO_KARTIK_2082,ACTUAL,18601718.750119895,
CARD SEGMENT,II. VISA CARD,Transaction Fee Income (VISA - Global),LINE,UPTO_KARTIK_2082,ACTUAL,8333333.333333333,
CARD SEGMENT,II. VISA CARD,Transaction Fee Income (VISA - Prabhu),LINE,UPTO_KARTIK_2082,ACTUAL,0.0,
CARD SEGMENT,II. VISA CARD,Transaction Fee Income (VISA - Commercial Bank 1),LINE,UPTO_KARTIK_2082,ACTUAL,0.0,
CARD SEGMENT,II. VISA CARD,Transaction Fee Income (VISA - IME PAY),LINE,UPTO_KARTIK_2082,ACTUAL,0.0,
CARD SEGMENT,II. VISA CARD,Subtotal - VISA Card,LINE,UPTO_KARTIK_2082,ACTUAL,8333333.333333333,
CARD SEGMENT,III. OTHER SCHEMES ACQUIRING,Net Revenue from Pulse Acquiring,LINE,UPTO_KARTIK_2082,ACTUAL,1228427.4057482965,
CARD SEGMENT,III. OTHER SCHEMES ACQUIRING,Net Revenue from Mastercard Acquiring,LINE,UPTO_KARTIK_2082,ACTUAL,1362944.0353982302,
CARD SEGMENT,III. OTHER SCHEMES ACQUIRING,Visa Acquiring Fees (From SCT Network Membes) - Module Fee,LINE,UPTO_KARTIK_2082,ACTUAL,0.0,
CARD SEGMENT,III. OTHER SCHEMES ACQUIRING,Visa Acquiring Fees (From SCT Network Membes) - Transaction Fee,LINE,UPTO_KARTIK_2082,ACTUAL,0.0,
CARD SEGMENT,III. OTHER SCHEMES ACQUIRING,Subtotal - Other Scheme Acquiring,LINE,UPTO_KARTIK_2082,ACTUAL,2591371.4411465265,
CARD SEGMENT,III. OTHER SCHEMES ACQUIRING,Subtotal (A),LINE,UPTO_KARTIK_2082,ACTUAL,29526423.524599753,
QR SEGMENT,,Revenue from P2P Fund Transfer,LINE,UPTO_KARTIK_2082,ACTUAL,94123.41,B.
QR SEGMENT,,Subtotal (B),LINE,UPTO_KARTIK_2082,ACTUAL,94123.41,
SMARTBANKING SEGMENT,,Gross Revenue from SmartBanking,LINE,UPTO_KARTIK_2082,ACTUAL,8318745.0,C
SMARTBANKING SEGMENT,,Subtotal (C),LINE,UPTO_KARTIK_2082,ACTUAL,8318745.0,
SMARTPAY SEGMENT,,Gross Revenue from IBFT Project,LINE,UPTO_KARTIK_2082,ACTUAL,0.0,D
SMARTPAY SEGMENT,,Subtotal (D),LINE,UPTO_KARTIK_2082,ACTUAL,0.0,
OTHER INCOME,,Interest Income,LINE,UPTO_KARTIK_2082,ACTUAL,62023.29,E.
OTHER INCOME,,Revenue from DMS User Fee,LINE,UPTO_KARTIK_2082,ACTUAL,247000.0,
OTHER INCOME,,PIN Change from POS/Cash Advance POS,LINE,UPTO_KARTIK_2082,ACTUAL,0.0,
OTHER INCOME,,API Suite,LINE,UPTO_KARTIK_2082,ACTUAL,900000.0,
OTHER INCOME,,Merchant POS (VISA and UPI),LINE,UPTO_KARTIK_2082,ACTUAL,20000.0,
OTHER INCOME,,ACS Services,LINE,UPTO_KARTIK_2082,ACTUAL,1122500.0,
OTHER INCOME,,SCT HUB - Real Time Processing (Powered by API),LINE,UPTO_KARTIK_2082,ACTUAL,0.0,
OTHER INCOME,,SCT HUB - ATM Monitoring,LINE,UPTO_KARTIK_2082,ACTUAL,0.0,
OTHER INCOME,,Cardless Withdrawal,LINE,UPTO_KARTIK_2082,ACTUAL,0.0,
OTHER INCOME,,SMS Gateway Maintenance Charge,LINE,UPTO_KARTIK_2082,ACTUAL,0.0,
OTHER INCOME,,Other Income,LINE,UPTO_KARTIK_2082,ACTUAL,471274.48,
OTHER INCOME,,Subtotal (D),LINE,UPTO_KARTIK_2082,ACTUAL,2822797.77,
CARD SEGMENT,I. SCT UPI CARD,Card Sales,LINE,UPTO_KARTIK_2082,VARIANCE,627800.0,
CARD SEGMENT,I. SCT UPI CARD,Free Card Incentive (New Deal),LINE,UPTO_KARTIK_2082,VARIANCE,306800.0,
CARD SEGMENT,I. SCT UPI CARD,One Time Joining Fee,LINE,UPTO_KARTIK_2082,VARIANCE,495000.0,
CARD SEGMENT,I. SCT UPI CARD,Card Personalization Fee,LINE,UPTO_KARTIK_2082,VARIANCE,-305610.0,
CARD SEGMENT,I. SCT UPI CARD,Subscription Fee,LINE,UPTO_KARTIK_2082,VARIANCE,2370863.8379370137,
CARD SEGMENT,I. SCT UPI CARD,ATM Management Fee,LINE,UPTO_KARTIK_2082,VARIANCE,-136604.60399999993,
CARD SEGMENT,I. SCT UPI CARD,Card renewal fee,LINE,UPTO_KARTIK_2082,VARIANCE,823037.4466666663,
CARD SEGMENT,I. SCT UPI CARD,Transaction Revenue (Issuing and Acquiring),LINE,UPTO_KARTIK_2082,VARIANCE,1097466.5201150905,
CARD SEGMENT,I. SCT UPI CARD,Incentive from UPI,LINE,UPTO_KARTIK_2082,VARIANCE,-876800.0,
CARD SEGMENT,I. SCT UPI CARD,Subtotal - UPI Card,LINE,UPTO_KARTIK_2082,VARIANCE,4401953.200718771,
CARD SEGMENT,II. VISA CARD,Transaction Fee Income (VISA - Global),LINE,UPTO_KARTIK_2082,VARIANCE,0.0,
CARD SEGMENT,II. VISA CARD,Transaction Fee Income (VISA - Prabhu),LINE,UPTO_KARTIK_2082,VARIANCE,0.0,
CARD SEGMENT,II. VISA CARD,Transaction Fee Income (VISA - Commercial Bank 1),LINE,UPTO_KARTIK_2082,VARIANCE,0.0,
CARD SEGMENT,II. VISA CARD,Transaction Fee Income (VISA - IME PAY),LINE,UPTO_KARTIK_2082,VARIANCE,0.0,
CARD SEGMENT,II. VISA CARD,Subtotal - VISA Card,LINE,UPTO_KARTIK_2082,VARIANCE,0.0,
CARD SEGMENT,III. OTHER SCHEMES ACQUIRING,Net Revenue from Pulse Acquiring,LINE,UPTO_KARTIK_2082,VARIANCE,364249.92821673315,
CARD SEGMENT,III. OTHER SCHEMES ACQUIRING,Net Revenue from Mastercard Acquiring,LINE,UPTO_KARTIK_2082,VARIANCE,1264222.886650885,
CARD SEGMENT,III. OTHER SCHEMES ACQUIRING,Visa Acquiring Fees (From SCT Network Membes) - Module Fee,LINE,UPTO_KARTIK_2082,VARIANCE,0.0,
CARD SEGMENT,III. OTHER SCHEMES ACQUIRING,Visa Acquiring Fees (From SCT Network Membes) - Transaction Fee,LINE,UPTO_KARTIK_2082,VARIANCE,0.0,
CARD SEGMENT,III. OTHER SCHEMES ACQUIRING,Subtotal - Other Scheme Acquiring,LINE,UPTO_KARTIK_2082,VARIANCE,1628472.814867618,
CARD SEGMENT,III. OTHER SCHEMES ACQUIRING,Subtotal (A),LINE,UPTO_KARTIK_2082,VARIANCE,6030426.015586389,
QR SEGMENT,,Revenue from P2P Fund Transfer,LINE,UPTO_KARTIK_2082,VARIANCE,-42278.54000000001,B.
QR SEGMENT,,Subtotal (B),LINE,UPTO_KARTIK_2082,VARIANCE,-42278.54000000001,
SMARTBANKING SEGMENT,,Gross Revenue from SmartBanking,LINE,UPTO_KARTIK_2082,VARIANCE,-1134649.5,C
SMARTBANKING SEGMENT,,Subtotal (C),LINE,UPTO_KARTIK_2082,VARIANCE,-1134649.5,
SMARTPAY SEGMENT,,Gross Revenue from IBFT Project,LINE,UPTO_KARTIK_2082,VARIANCE,0.0,D
SMARTPAY SEGMENT,,Subtotal (D),LINE,UPTO_KARTIK_2082,VARIANCE,0.0,
OTHER INCOME,,Interest Income,LINE,UPTO_KARTIK_2082,VARIANCE,-376603.236,E.
OTHER INCOME,,Revenue from DMS User Fee,LINE,UPTO_KARTIK_2082,VARIANCE,157000.0,
OTHER INCOME,,PIN Change from POS/Cash Advance POS,LINE,UPTO_KARTIK_2082,VARIANCE,-250000.0,
OTHER INCOME,,API Suite,LINE,UPTO_KARTIK_2082,VARIANCE,380000.0,
OTHER INCOME,,Merchant POS (VISA and UPI),LINE,UPTO_KARTIK_2082,VARIANCE,-41666.666666666664,
OTHER INCOME,,ACS Services,LINE,UPTO_KARTIK_2082,VARIANCE,1122500.0,
OTHER INCOME,,SCT HUB - Real Time Processing (Powered by API),LINE,UPTO_KARTIK_2082,VARIANCE,-22000.0,
OTHER INCOME,,SCT HUB - ATM Monitoring,LINE,UPTO_KARTIK_2082,VARIANCE,-100000.0,
OTHER INCOME,,Cardless Withdrawal,LINE,UPTO_KARTIK_2082,VARIANCE,0.0,
OTHER INCOME,,SMS Gateway Maintenance Charge,LINE,UPTO_KARTIK_2082,VARIANCE,-20000.0,
OTHER INCOME,,Other Income,LINE,UPTO_KARTIK_2082,VARIANCE,246274.47999999998,
OTHER INCOME,,Subtotal (D),LINE,UPTO_KARTIK_2082,VARIANCE,1095504.5773333334,
CARD SEGMENT,I. SCT UPI CARD,Card Sales,LINE,UPTO_KARTIK_2082,PCT_OF_ACHIEVEMENT,1.6490901571546732,
CARD SEGMENT,I. SCT UPI CARD,Free Card Incentive (New Deal),LINE,UPTO_KARTIK_2082,PCT_OF_ACHIEVEMENT,1.1666666666666667,
CARD SEGMENT,I. SCT UPI CARD,One Time Joining Fee,LINE,UPTO_KARTIK_2082,PCT_OF_ACHIEVEMENT,0.0,
CARD SEGMENT,I. SCT UPI CARD,Card Personalization Fee,LINE,UPTO_KARTIK_2082,PCT_OF_ACHIEVEMENT,0.5634142857142858,
CARD SEGMENT,I. SCT UPI CARD,Subscription Fee,LINE,UPTO_KARTIK_2082,PCT_OF_ACHIEVEMENT,1.7112591513811042,
CARD SEGMENT,I. SCT UPI CARD,ATM Management Fee,LINE,UPTO_KARTIK_2082,PCT_OF_ACHIEVEMENT,0.8355359417198704,
CARD SEGMENT,I. SCT UPI CARD,Card renewal fee,LINE,UPTO_KARTIK_2082,PCT_OF_ACHIEVEMENT,1.246911234,
CARD SEGMENT,I. SCT UPI CARD,Transaction Revenue (Issuing and Acquiring),LINE,UPTO_KARTIK_2082,PCT_OF_ACHIEVEMENT,1.473516516041255,
CARD SEGMENT,I. SCT UPI CARD,Incentive from UPI,LINE,UPTO_KARTIK_2082,PCT_OF_ACHIEVEMENT,0.0,
CARD SEGMENT,I. SCT UPI CARD,Subtotal - UPI Card,LINE,UPTO_KARTIK_2082,PCT_OF_ACHIEVEMENT,1.3100018225937835,
CARD SEGMENT,II. VISA CARD,Transaction Fee Income (VISA - Global),LINE,UPTO_KARTIK_2082,PCT_OF_ACHIEVEMENT,1.0,
CARD SEGMENT,II. VISA CARD,Transaction Fee Income (VISA - Prabhu),LINE,UPTO_KARTIK_2082,PCT_OF_ACHIEVEMENT,0.0,
CARD SEGMENT,II. VISA CARD,Transaction Fee Income (VISA - Commercial Bank 1),LINE,UPTO_KARTIK_2082,PCT_OF_ACHIEVEMENT,0.0,
CARD SEGMENT,II. VISA CARD,Transaction Fee Income (VISA - IME PAY),LINE,UPTO_KARTIK_2082,PCT_OF_ACHIEVEMENT,0.0,
CARD SEGMENT,II. VISA CARD,Subtotal - VISA Card,LINE,UPTO_KARTIK_2082,PCT_OF_ACHIEVEMENT,1.0,
CARD SEGMENT,III. OTHER SCHEMES ACQUIRING,Net Revenue from Pulse Acquiring,LINE,UPTO_KARTIK_2082,PCT_OF_ACHIEVEMENT,1.4214989833537166,
CARD SEGMENT,III. OTHER SCHEMES ACQUIRING,Net Revenue from Mastercard Acquiring,LINE,UPTO_KARTIK_2082,PCT_OF_ACHIEVEMENT,13.805998539242921,
CARD SEGMENT,III. OTHER SCHEMES ACQUIRING,Visa Acquiring Fees (From SCT Network Membes) - Module Fee,LINE,UPTO_KARTIK_2082,PCT_OF_ACHIEVEMENT,0.0,
CARD SEGMENT,III. OTHER SCHEMES ACQUIRING,Visa Acquiring Fees (From SCT Network Membes) - Transaction Fee,LINE,UPTO_KARTIK_2082,PCT_OF_ACHIEVEMENT,0.0,
CARD SEGMENT,III. OTHER SCHEMES ACQUIRING,Subtotal - Other Scheme Acquiring,LINE,UPTO_KARTIK_2082,PCT_OF_ACHIEVEMENT,2.691219377018742,
CARD SEGMENT,III. OTHER SCHEMES ACQUIRING,Subtotal (A),LINE,UPTO_KARTIK_2082,PCT_OF_ACHIEVEMENT,1.2566575866069547,
QR SEGMENT,,Revenue from P2P Fund Transfer,LINE,UPTO_KARTIK_2082,PCT_OF_ACHIEVEMENT,0.6900444605080792,B.
QR SEGMENT,,Subtotal (B),LINE,UPTO_KARTIK_2082,PCT_OF_ACHIEVEMENT,0.6900444605080792,
SMARTBANKING SEGMENT,,Gross Revenue from SmartBanking,LINE,UPTO_KARTIK_2082,PCT_OF_ACHIEVEMENT,0.8799743838046746,C
SMARTBANKING SEGMENT,,Subtotal (C),LINE,UPTO_KARTIK_2082,PCT_OF_ACHIEVEMENT,0.8799743838046746,
SMARTPAY SEGMENT,,Gross Revenue from IBFT Project,LINE,UPTO_KARTIK_2082,PCT_OF_ACHIEVEMENT,0.0,D
SMARTPAY SEGMENT,,Subtotal (D),LINE,UPTO_KARTIK_2082,PCT_OF_ACHIEVEMENT,0.0,
OTHER INCOME,,Interest Income,LINE,UPTO_KARTIK_2082,PCT_OF_ACHIEVEMENT,0.14140341799574613,E.
OTHER INCOME,,Revenue from DMS User Fee,LINE,UPTO_KARTIK_2082,PCT_OF_ACHIEVEMENT,2.7444444444444445,
OTHER INCOME,,PIN Change from POS/Cash Advance POS,LINE,UPTO_KARTIK_2082,PCT_OF_ACHIEVEMENT,0.0,
OTHER INCOME,,API Suite,LINE,UPTO_KARTIK_2082,PCT_OF_ACHIEVEMENT,1.7307692307692308,
OTHER INCOME,,Merchant POS (VISA and UPI),LINE,UPTO_KARTIK_2082,PCT_OF_ACHIEVEMENT,0.32432432432432434,
OTHER INCOME,,ACS Services,LINE,UPTO_KARTIK_2082,PCT_OF_ACHIEVEMENT,0.0,
OTHER INCOME,,SCT HUB - Real Time Processing (Powered by API),LINE,UPTO_KARTIK_2082,PCT_OF_ACHIEVEMENT,0.0,
OTHER INCOME,,SCT HUB - ATM Monitoring,LINE,UPTO_KARTIK_2082,PCT_OF_ACHIEVEMENT,0.0,
OTHER INCOME,,Cardless Withdrawal,LINE,UPTO_KARTIK_2082,PCT_OF_ACHIEVEMENT,0.0,
OTHER INCOME,,SMS Gateway Maintenance Charge,LINE,UPTO_KARTIK_2082,PCT_OF_ACHIEVEMENT,0.0,
OTHER INCOME,,Other Income,LINE,UPTO_KARTIK_2082,PCT_OF_ACHIEVEMENT,2.0945532444444446,
OTHER INCOME,,Subtotal (D),LINE,UPTO_KARTIK_2082,PCT_OF_ACHIEVEMENT,1.6342319775150898,
